id,title,category,course_url
613808,Leadership: Practical Leadership Skills,Business,/course/practical-leadership/
613626,Voice-Over Training: Record And Edit Voice Overs Like A Pro,Teaching & Academics,/course/record-voice-overs-like-a-pro-step-by-step-blueprint/
613946,Google Analytics for Beginners - Master Google Analytics,Business,/course/google-analytics-insights/
614640,Learn how to Build High Quality Affiliate Websites,Business,/course/build-affiliate-marketing-web-sites/
614772,The Complete Cyber Security Course : Hackers Exposed!,IT & Software,/course/the-complete-internet-security-privacy-course-volume-1/
615696,Instructional Design for ELearning,Business,/course/instructional-design-for-elearning/
615274,Learn to Fully Charge Your Work & Life by Tom Rath,Personal Development,/course/learn-to-fully-charge-your-work-life-by-tom-rath/
616958,How to come up with killer business ideas: complete workshop,Business,/course/idea-generation-coming-up-with-killer-business-deas/
618736,"JSP, Servlets and JDBC for Beginners: Build a Database App",Development,/course/jsp-tutorial/
619222,NGINX Fundamentals: High Performance Servers from Scratch,IT & Software,/course/nginx-fundamentals/
619698,Learn Advanced C++ Programming,IT & Software,/course/learn-advanced-c-programming/
619692,Learn to Sell Anything by Grant Cardone,Business,/course/the-fundamentals-of-selling-by-grant-cardone/
620184,How to Sell on Amazon - Amazon FBA Basics for Beginners,Business,/course/how-to-sell-on-amazon/
620660,Desenvolvimento Android 2018 - Aprenda a criar 15 apps,Development,/course/curso-completo-do-desenvolvedor-android/
620926,Online Japanese N5 Course(All 15 lessons),Teaching & Academics,/course/japanese-n5-course/
622414,Taming Big Data with Apache Spark and Python - Hands On!,Development,/course/taming-big-data-with-apache-spark-hands-on/
622466,Salesforce Development Training for Beginners,Development,/course/learn-salesforce-apex-basic-to-advance/
624252,The Rust Programming Language,Development,/course/rust-lang/
625204,The Web Developer Bootcamp 2022,Development,/course/the-web-developer-bootcamp/
625078,【世界で18万人が受講】実践 Python データサイエンス,Development,/course/python-jp/
625798,Curso de Linux: todo lo necesario para ser administrador,IT & Software,/course/conviertase-en-administrador-linux/
626022,Fundamentos em Gestão de Projetos,Business,/course/fundamentos-em-gestao-de-projetos-com-pmbok-5a-edicao/
626182,Simple Solutions for Common Dog Behavior & Training Problems,Lifestyle,/course/simple-solutions-for-common-dog-behavior-training-problems/
626548,SEO For WordPress [Beginners]: #1 Step-by-Step SEO System,Marketing,/course/seo-for-wordpress-tutorial-videos/
627032,Learn Spring Boot - Rapid Spring Application Development,Development,/course/spring-boot-intro/
627730,Adobe After Effects: Complete Course from Novice to Expert,Design,/course/after-effects-kinetic-typography/
627540,Weekly Options Trading - Credit Spreads & Iron Condors,Finance & Accounting,/course/work-from-home-setup-your-own-options-trading-business/
628588,Online Japanese Beginner Course (All 12 lessons）,Teaching & Academics,/course/online-japanese-beginner-course/
628796,Mastering Ansible,IT & Software,/course/mastering-ansible/
629302,Learn Python Programming Masterclass,Development,/course/python-the-complete-python-developer-course/
630716,Project Based Salesforce Admin & Adv Admin Hands-On Training,IT & Software,/course/project-based-salesforce-admin-adv-admin-hands-on-training/
631128,Web Developer Bootcamp with Flask and Python,Development,/course/web-developer-bootcamp-flask-python/
632738,Better Business Writing Skills,Business,/course/betterbusinesswriting/
632734,A Mini Course on Better Reading,Personal Development,/course/read-more-books/
632826,2022 Complete SEO Guide to Ranking Local Business Websites,Marketing,/course/rank-local-business-websites/
634278,Remove Blocks to Psychic Power with Past Life Therapy,Lifestyle,/course/pastliferegressionforpsychicdevelopment/
635090,How To Make Soap - Homemade Soap Making for Beginners,Lifestyle,/course/how-to-make-soap/
635974,SketchUp - Ferramentas & Técnicas,Design,/course/sketchup-ferramentas-tecnicas/
636340,Master Data Management,Business,/course/master-data-management-s/
636806,Personal Branding Mastery: The System To Reinvent Yourself!,Personal Development,/course/personal-branding-mastery/
636822,"Microsoft Excel - Data Visualization, Excel Charts & Graphs",Office Productivity,/course/advanced-excel-charts-graphs/
637672,Illustrator 基礎からプロレベルまで　完全ですべてをゼロから最短で学べる総合Illustratorコース,Design,/course/illustratgor/
637930,An Entire MBA in 1 Course:Award Winning Business School Prof,Business,/course/an-entire-mba-in-1-courseaward-winning-business-school-prof/
638292,Master Microsoft Project 2016 - 6 PDUs,Office Productivity,/course/microsoft-project-2016/
637932,101 Crucial Lessons They Don't Teach You In Business School,Business,/course/101-crucial-lessons-they-dont-teach-you-in-business-mba-school/
640100,Accounting & Financial Statement Analysis: Complete Training,Finance & Accounting,/course/accounting-fsa-a-solid-foundation-for-a-career-in-finance/
640940,The Customer: How to Manage Customer Feedback (BITE SIZE),Business,/course/customer-how-to-manage-customer-feedback/
640936,The Customer: How to Understand Their Needs (BITE SIZE),Business,/course/customer-how-to-understand-customer-needs/
641398,Elimine a Procrastinação: Aumente sua Produtividade +3 Bônus,Personal Development,/course/produtividade/
640808,Cinematography & Videography: Better Video with Any Camera,Photography & Video,/course/online-cinematography-course-filmmaking-video-production-lighting/
642078,Java Programming Basics,Development,/course/java-programming-basics/
642102,Learn How To Code: Google's Go (golang) Programming Language,Development,/course/learn-how-to-code/
643206,Mastering Microcontroller and Embedded Driver Development,IT & Software,/course/mastering-microcontroller-with-peripheral-driver-development/
643834,Help your child to read and write,Personal Development,/course/help-your-child-to-read-and-write/
646076,Agile Project Management: Scrum Step by Step with Examples,Business,/course/scrum-master-training/
646896,Transform your life with NLP!,Personal Development,/course/introduction-to-nlp-live-seminar/
647428,Spring & Hibernate for Beginners (includes Spring Boot),Development,/course/spring-hibernate-tutorial/
647410,Business Process Modeling A-Z™: Learn BPMN 2.0 From Scratch,Business,/course/process-modeling/
647980,"Master English: Improve Your Speaking, Listening, & Writing",Teaching & Academics,/course/master-english/
647630,未経験からプロのWebデザイナーになる！ 400レッスン以上の完全マスターコース,Design,/course/web-design-master/
648530,Email Ninja - Take Back Control of Your Email Inbox,Personal Development,/course/email-ninja/
649070,Lógica Programación: Aprende Programar en Cualquier Lenguaje,Development,/course/logica-programacion-aprende-programar-en-cualquier-lenguaje/
648826,The Complete Financial Analyst Course 2022,Finance & Accounting,/course/the-complete-financial-analyst-course/
650714,Conviértete en un Desarrollador Web desde cero Paso a Paso,Development,/course/desarrollo-web-desde-cero-paso-a-paso/
655608,Productivity and Time Management for the Overwhelmed,Personal Development,/course/productivity-and-time-management/
656432,Excel Charts - Visualization Secrets for Impressive Charts,Office Productivity,/course/excel-data-visualization-techniques-for-impressive-reports/
655940,"Electricity & electronics - Robotics, learn by building",Teaching & Academics,/course/analog-electronics-robotics-learn-by-building/
657590,SEO:Amazon Affiliate Marketing+SEO |250+ Videos |18.0 Hours,Marketing,/course/seo-complete-guide-to-building-amazon-affiliate-sites/
657932,Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,Development,/course/unrealcourse/
659464,Microsoft Excel Beginners & Intermediate Excel Training,Office Productivity,/course/microsoft-excel-2016-beginners-intermediate-excel-training/
660876,Graphic Design - An Overview of the Field,Design,/course/graphic-design-secrets/
660600,Unreal Engine 5: The Complete Beginner's Course,Development,/course/unreal-engine-5-the-complete-beginners-course/
661030,Build a Dropshipping Empire From Scratch [Proven Blueprint],Business,/course/dropship-your-way-to-2000-per-week-the-complete-blueprint/
662646,Discover your Energy Body,Lifestyle,/course/discover-your-energy-body/
662914,"Aprende Docker, Compose y Swarm  (2022)",IT & Software,/course/aprende-docker-desde-cero/
663288,Presentation Skills Secrets:Delivering the Talk of Your Life,Personal Development,/course/presentation-skills-secrets/
665364,YouTube SEO - Seu Video Na Primeira Pagina Do YouTube,Marketing,/course/cursoyoutube/
665152,Mastering Agile Scrum Project Management,Business,/course/mastering-agile-scrum-project-management-pmi-rep/
666956,Influence People with Persuasion Psychology,Personal Development,/course/psychology-influence/
666914,Python for Beginners: Learn Python Programming (Python 3),Development,/course/python-programming-projects/
669052,Kotlin for Beginners: Learn Programming With Kotlin,Development,/course/kotlin-course/
669012,Aprenda SQL do Zero! ,IT & Software,/course/aprenda-sql-do-zero/
670034,Advanced Javascript,Development,/course/javascript-advanced/
670712,SQL Server Administration Part1,Development,/course/sql-server-administration-part1/
671544,Ultimate Google Ads Training 2021: Profit with Pay Per Click,Marketing,/course/the-ultimate-google-adwords-training-course/
671576,"Machine Learning, Data Science and Deep Learning with Python",Development,/course/data-science-and-machine-learning-with-python-hands-on/
672290,Brilliant Customer Service: How to Impress your Customers!,Business,/course/brilliant-customer-service-lecturio/
672600,"PHP 8 y MYSQL: El Curso Completo, Práctico y Desde Cero !",Development,/course/php-y-mysql/
672842,Reverse Engineer Riveting Fiction & Write Best Selling Books,Business,/course/reverse-engineer-riveting-fiction-write-best-selling-books/
673484,Happiness Life Coach Certification  (Accredited),Personal Development,/course/happiness-life-coach-certification/
673654,Become a Product Manager | Learn the Skills & Get the Job,Business,/course/become-a-product-manager-learn-the-skills-get-a-job/
674608,The Complete Web Developer Masterclass: Beginner To Advanced,Development,/course/webdevelopercourse/
675742,Aprende Programación con Diagramas de Flujo,Development,/course/programacion-desde-cero-con-diagramas-de-flujo/
674764,Curso Completo do Desenvolvedor Web,Development,/course/curso-html5-css3-javascript/
677348,Supply Chain Fundamentals:  Understanding the Basics,Business,/course/save-1000s-each-month-thinking-like-a-supply-chain-expert/
680886,FREE Microsoft Dynamics 365 For Beginners (Updated for 2021),Office Productivity,/course/microsoft-dynamics-crm-introduction-course/
682132,Fundamentals of Cloud Computing,IT & Software,/course/fundamentals-of-cloud-computing-by-cloudthat/
683198,Creating 3D environments in Blender,Design,/course/blender-environments/
684272,IELTS Band 7+ Complete Prep Course,Teaching & Academics,/course/ielts-band-7-preparation-course/
684420,Primal Learning - Join the Top 1% Fastest Learners,Personal Development,/course/primal-learning/
684824,Spring Framework Master Class - Java Spring the Modern Way,IT & Software,/course/spring-tutorial-for-beginners/
684890,Decision Making: Solve Problems with Emotional Intelligence,Business,/course/effective-problem-solving-and-decision-making/
685550,JavaScript For Beginners - Learn JavaScript From Scratch,Development,/course/javascript-for-beginners-learn-javascript-from-scratch/
687720,Certified Lean Six Sigma White Belt Training [2022],IT & Software,/course/six-sigma-white-belt/
687586,Windows Server 2012 System Administration: Get an IT Job!,IT & Software,/course/systems-administration-101-active-directory/
688432,Anger Management Techniques That Actually Work,Personal Development,/course/howtocontrolanger/
689956,Boost Your Excel Skills: Crash Course w/ Downloadable Files,Office Productivity,/course/excel-tutorial-excel-training/
690066,Master Microsoft Excel Macros and Excel VBA,Office Productivity,/course/master-microsoft-excel-macros-and-vba-with-5-simple-projects/
690016,Certified Relationship Workshop Facilitator for Life Coaches,Personal Development,/course/certified-relationship-workshop-facilitator-for-life-coaches/
690552,"Learn Burp Suite, the Nr. 1 Web Hacking Tool",IT & Software,/course/burp-suite/
690694,YouTube Marketing 2022: YouTube SEO & YouTube Algorithms,Marketing,/course/youtube-success-tips-how-to-get-views/
691826,Learn Korean! Start Speaking Korean Now!,Teaching & Academics,/course/learn-korean-speak-korean/
691584,SQL desde cero: Curso práctico,Business,/course/sql-desde-cero/
691512,Career Coaching Certification in Career Development Coaching,Personal Development,/course/certification-career-development-career-coaching/
692188,The Python Mega Course: Build 10 Real World Applications,Development,/course/the-python-mega-course/
692418,Professional Life Coach Certification PCELC Coach Training,Business,/course/professional-life-coach-certification/
692956,Embedded Systems Programming on ARM Cortex-M3/M4 Processor,IT & Software,/course/embedded-system-programming-on-arm-cortex-m3m4/
693188,Complete Guide to Elasticsearch,Development,/course/elasticsearch-complete-guide/
693698,The Complete Salesforce Platform App Builder Certification,IT & Software,/course/salesforce-platform-app-builder/
693700,2022 Complete Salesforce Administrator Certification Course,IT & Software,/course/salesforce-administrator/
694982,Rest API Testing (Automation) from Scratch-Rest Assured Java,Development,/course/rest-api-automation-testing-rest-assured/
695836,Mobile App Development in 27 Minutes: Android,Development,/course/create-an-android-app-in-12-minutes-with-android-studio/
696616,Stock Trading & Investing for Beginners 4-in-1 Course Bundle,Finance & Accounting,/course/complete-stock-market-starter-toolkit-for-beginners/
696050,Selenium WebDriver With Python 3.x - Novice To Ninja,Development,/course/selenium-webdriver-with-python3/
698362,Understand SWOT Analysis in 30 minutes,Business,/course/learn-swot-analysis/
698266,Introduction to Windows Server 2012 & Linux for Beginners,IT & Software,/course/intro-to-windows-linux-for-beginners/
700114,Active Directory & Group Policy Lab,IT & Software,/course/active-directory-group-policy-2012/
702210,Python from Beginner to Intermediate in 30 min.,Development,/course/python-from-beginner-to-expert-starter-free/
702664,Become a SuperHuman: Naturally & Safely Boost Testosterone,Health & Fitness,/course/become-a-superhuman-naturally-safely-boost-testosterone/
703140,YouTube Masterclass - Your Complete Guide to YouTube,Marketing,/course/youtube-masterclass/
703316,Customer Success Manager: Fundamentals to your CSM career,Business,/course/customer-success-manager/
705264,Modern React with Redux,Development,/course/react-redux/
706204,A Beginners Guide to Django!,Development,/course/introdjango/
706942,Forex Trading For Beginners,Finance & Accounting,/course/forex-trading-for-beginners-q/
707962,Javascript Essentials,Development,/course/javascript-essentials/
707908,Curso de Angular 2 en Español - Crea webapps desde cero,Development,/course/curso-de-angular-2-en-espanol-crea-webapps-desde-cero/
708578,Bootstrap 4 Quick Start: Code Modern Responsive Websites,Development,/course/bootstrap-4/
709624,SMstudy® Digital Marketing Associate certification Course,Marketing,/course/smstudy-digital-marketing-basics/
709660,The Complete Android Developer Course: Beginner To Advanced!,Development,/course/androidcourse/
712010,Curso completo de Desenvolvimento Web 2018 - Crie 6 projetos,Development,/course/curso-completo-do-desenvolvedor-web/
713104,Data Science: Deep Learning and Neural Networks in Python,Development,/course/data-science-deep-learning-in-python/
713258,Bookkeeping Basics #1:  Understand the Fundamentals,Finance & Accounting,/course/bookkeeping-basics/
714724,Docker Crash Course for busy DevOps and Developers,Development,/course/docker-tutorial-for-devops-run-docker-containers/
715716,2019 Blog Blueprint: How To Turn Blogging Into A Career,Business,/course/100k-blog-blueprint/
719002,Angular Crash Course for Busy Developers,Development,/course/angular-crash-course/
719318,AutoCAD 2D and 3D practice drawings,Design,/course/autocad-2d-and-3d-practice-drawings/
720732,How to Build Self-Discipline,Personal Development,/course/how-to-build-self-discipline/
720994,Gestão Financeira Para Pequenas e Médias Empresas,Finance & Accounting,/course/gestao-financeira/
720766,Goal Setting to Success: Life Coach Certification Accredited,Personal Development,/course/goal-success-life-coach-certification/
721484,Free Lean Six Sigma Primer,Business,/course/free-lean-six-sigma-primer/
722416,MongoDB Essentials - Understand the Basics of MongoDB,Development,/course/mongodb-essentials/
727262,Time Management & Productivity Best Practices: Get More Done,Personal Development,/course/time-management-productivity-best-practices/
728106,Eclipse Tutorial For Beginners : Learn Java IDE in 10 Steps,IT & Software,/course/eclipse-java-tutorial-for-beginners/
729456,PROBAR DJANGO | Crear una Aplicación Web,Development,/course/probar-django-construir-una-aplicacion-web-en-python/
729746,Best QA Manual Software Testing: Live Project+Agile+Jira+API,IT & Software,/course/best-manual-software-testing-live-project-agile-jira/
730826,Marketing Digital para Iniciantes,Marketing,/course/marketing-digital-para-iniciantes/
731434,"Fast MBA - Empreendedorismo, Negócios e Startups na Prática.",Business,/course/fast-mba/
732464,Spring MVC For Beginners - Build Java Web App in 25 Steps,IT & Software,/course/spring-mvc-tutorial-for-beginners-step-by-step/
732008,How to Self-Study English Online,Teaching & Academics,/course/how-to-self-study-english-online/
732914,10X SUPERHUMAN Focus: Maximize Your Brain & Focus,Personal Development,/course/learn-focus-techniques/
735420,The Art of Baking with Yuppiechef,Lifestyle,/course/art-of-baking/
736456,Ninja Writing: The Four Levels Of Writing Mastery,Business,/course/ninja-writing-the-four-levels-of-writing-mastery/
739390,Financial Planning & Analysis: Building a Company's Budget,Finance & Accounting,/course/financial-planning-analysis-building-a-companys-budget/
740200,Facebook Ads™: Domina el Marketing en Facebook,Marketing,/course/curso-facebook-ads-tu-publico-objetivo-te-esta-esperando/
740562,SEO 2022: Complete SEO Training + SEO for WordPress Websites,Marketing,/course/seo-get-to-number1-in-google-search/
742114,Introduction to Cloud Computing,IT & Software,/course/introduction-to-cloud-computing/
742220,Fundamentos de Ethical Hacking: curso prático,IT & Software,/course/fundamentos-de-ethical-hacking/
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,Development,/course/sasscourse/
746432,Start Trading Stocks Using Technical Analysis!,Finance & Accounting,/course/professional-stock-trader/
748852,Informatica Tutorial: Beginner to Expert Level,Development,/course/informatica-tutorial-beginner-to-expert-level/
749262,Curso de maquetación web de lo básico a lo avanzado,Design,/course/curso-de-diseno-y-maquetacion-web-de-cero-a-experto/
749542,"Graphic Design Bootcamp: Photoshop, Illustrator, InDesign",Design,/course/graphic-design-for-beginners/
751094,The Complete Networking Fundamentals Course. Your CCNA start,IT & Software,/course/complete-networking-fundamentals-course-ccna-start/
751768,JavaScript: de cero hasta los detalles (ES5),Development,/course/javascript-de-cero-hasta-los-detalles/
751792,Business Analysis Fundamentals - 2022,Business,/course/business-analysis-ba/
752950,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,Development,/course/github-ultimate/
753140,Data Science: Natural Language Processing (NLP) in Python,Development,/course/data-science-natural-language-processing-in-python/
753482,Introduction to Salesforce Certification and Career Planning,Personal Development,/course/salesforcecertification/
754028,Accounting - A Brief Introduction - in 60 Minutes,Finance & Accounting,/course/accounting-in-less-then-one-hour/
756150,Angular - The Complete Guide (2022 Edition),Development,/course/the-complete-guide-to-angular-2/
756494,"Eat Real Food: How to Eat a Whole Food, Plant-Based Diet",Health & Fitness,/course/whole-food-plant-based-diet/
756266,The Complete ServiceNow Developer Course,Development,/course/servicenow-201-development/
758582,PHP with Laravel for beginners - Become a Master in Laravel,Development,/course/php-with-laravel-for-beginners-become-a-master-in-laravel/
762768,Core Spatial Data Analysis: Introductory GIS with R and QGIS,Teaching & Academics,/course/core-spatial-data-analysis-with-r-and-qgis/
762616,The Complete SQL Bootcamp 2022: Go from Zero to Hero,Business,/course/the-complete-sql-bootcamp/
763320,Affiliate Marketing + SEO: Amazon Affiliate Marketing,Marketing,/course/making-money-from-home-without-a-website/
763172,Curso de C++: Básico a Avanzado,Development,/course/curso-de-cpp-basico-a-avanzado/
763620,Curso de Canto: Desenvolva a Voz com Técnica e Prática,Music,/course/curso-vocal-metodo-de-canto/
764164,The Complete Web Developer Course 2.0,Development,/course/the-complete-web-developer-course-2/
764686,Your 7 Chakras : The Complete Guide to Your Energy Body,Lifestyle,/course/the-chakra-system-master-class/
765242,R Programming A-Z™: R For Data Science With Real Exercises!,Development,/course/r-programming/
769800,Luxury Spa Facial Certificate Course- A Step by Step Guide,Health & Fitness,/course/award-winning-isla-verde-spa-luxury-spa-facial-course/
772618,Learn Object Oriented PHP By Building a Complete Website,Development,/course/learn-object-oriented-php-by-building-a-complete-website/
773138,Wordpress — ¡Hazte Experto y Crea Tu Propia Web Profesional!,Design,/course/wordpress-hazte-experto-y-crea-tu-propia-web-profesional/
773214,Advanced Excel - Top Excel Tips & Formulas,Office Productivity,/course/advanced-excel-tips-formulas/
775066,Planejamento e Gestão de Projetos COMPLETO + 5 cursos Extras,Business,/course/planejamento-gestao-de-projetos-tradicional-pmi-completo/
775330,30 Days of Python | Unlock your Python Potential,Development,/course/30-days-of-python/
775346,SharePoint 2013 Complete Training,Office Productivity,/course/sharepoint-2013-complete-training/
775550,Learn To Code By Making a 2D Platformer in Unity,Development,/course/unity2dplatformer/
776634,Selenium WebDriver with C# for Beginners + Live Testing Site,Development,/course/selenium-qa/
778548,Adobe Premiere Pro CC: Learn Video Editing In Premiere Pro,Design,/course/learnpremierepro/
779476,Marketing Jurídico: Alcanza el éxito como abogado,Business,/course/marketing-juridico/
779842,Cisco Nexus & ACI Training : Go from Beginner to Advanced!,IT & Software,/course/cisco-nexus-configuration-implementation/
780078,How to speak to anyone & be fearless - in less than 55 min,Business,/course/fearless-public-speaker-bootcamp-by-ricky-mendoza/
782428,"Diseño Web Profesional El Curso Completo, Práctico y desde 0",Development,/course/diseno-web/
781532,Advanced React and Redux,Development,/course/react-redux-tutorial/
785066,The Complete MySQL Developer Course,Development,/course/the-complete-mysql-developer-course/
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",Development,/course/build-responsive-website-using-html5-css3-js-and-bootstrap/
787672,Sounds True Presents: The Yoga of Awakening,Health & Fitness,/course/seane-corn/
788372,The Daily Journal - Habit of Successful People,Personal Development,/course/the-daily-journal-habit-of-successful-people/
788980,Interview Questions: Interview Like a Professional HRM,Business,/course/interview-questions-job-applicant/
789146,Professional Life Coach Certification & Guide (Accredited),Personal Development,/course/life-coaching-a-complete-guide/
790970,Animal Reiki Practitioner Certification,Lifestyle,/course/animal-reiki-certification/
791690,Be Happier with Positive Psychology,Personal Development,/course/happier-positive-psychology-happiness/
792270,Assertiveness Basics: The 50-minute Communication Guide,Personal Development,/course/assertiveness-basics-the-30-minute-communication-guide/
792278,De Novato a Desarrollador Exitoso,Development,/course/de-novato-a-desarrollador-exitoso/
792902,Der komplette Web-Entwickler Kurs 2.0 -Erstelle 25 Webseiten,Development,/course/der-komplette-webentwickler-2/
793796,Microsoft Excel - Excel from Beginner to Advanced,Office Productivity,/course/microsoft-excel-2013-from-beginner-to-advanced-and-beyond/
794572,Affinity Photo: Solid Foundations,Photography & Video,/course/affinityphoto-solid-foundations/
794804,Agile & Scrum Overview - Certification Info,Business,/course/agile-scrum-overview-certification-info-course/
796124,"Sounds True's Freedom to Choose Something Different, Part 1",Personal Development,/course/freedom-to-choose-something-different-by-pema-chodron-pt-1/
796518,Autogestão para o sucesso,Personal Development,/course/autogestao-para-o-sucesso/
797156,A Mini Course on Time Management,Personal Development,/course/manageyourtime/
797188,Aprende Programación C# con Visual Studio 2017 DESDE CERO,Development,/course/aprende-programacion-con-c-sharp-y-visual-studio-desde-cero/
798580,Practical Data Structures & Algorithms in Java + HW,Development,/course/practical-data-structures-algorithms-in-java/
799882,Windows Server 2012 R2,IT & Software,/course/windows-server-2012-r2/
801294,Excel with Top Microsoft Excel Hacks,Office Productivity,/course/excel-with-top-microsoft-excel-hacks/
802366,"REST API Design, Development & Management",IT & Software,/course/rest-api/
802576,AZ-104 Microsoft Azure Administrator Exam Prep - OCT 2022,IT & Software,/course/70533-azure/
802794,Java Basics: Learn to Code the Right Way,Development,/course/learn-java-programming/
802808,C# Basics: Learn to Code the Right Way,Development,/course/learn-c-sharp-programming/
802574,AZ-204 Developing Solutions for Microsoft Azure - MAY 2022,IT & Software,/course/70532-azure/
802946,Aprende Programación en Java (de Básico a Avanzado),Development,/course/aprende-programacion-en-java-desde-cero/
802818,Business Etiquette 101: Social Skills for Success,Personal Development,/course/business-etiquette-101-social-skills-for-success/
802578,AZ-303 Azure Architecture Technologies Exam Prep 2021,IT & Software,/course/70534-azure/
805864,Information Security Management Fundamentals for Non-Techies,IT & Software,/course/information-security-fundamentals/
805992,Formation Complète Développeur Web,Development,/course/formation-developpeur-web/
806122,Learn and Master the Basics of Finance,Finance & Accounting,/course/finance-101/
806626,Acumen Presents: Elizabeth Gilbert's Creativity Workshop,Personal Development,/course/elizabeth-gilberts-creativity-workshop/
806922,The Complete ASP.NET MVC 5 Course,Development,/course/the-complete-aspnet-mvc-5-course/
806710,Microsoft Excel for Project Management  - Earn 5 PDUs,Business,/course/microsoft-excel-for-project-management/
807580,60+ Herramientas de desarrollo y diseño web,Development,/course/recursos-web-plugins-y-utilidades/
808904,PHP-Bootcamp: Vom Anfänger zum PHP-Entwickler,Development,/course/das-php-bootcamp/
809410,Diseño Web Desde Cero a Avanzado 45h Curso COMPLETO,Development,/course/diseno-web-desde-cero/
810524,Yeni Başlayanlar İçin Adobe Photoshop Temel Tasarım Eğitimi,Design,/course/yeni-baslayanlar-icin-web-tasarim-egitimi-adobe-photoshop/
811172,Applied Logic (Level 2),IT & Software,/course/plc_programming/
811238,Software Testing: Learn Software Testing And Get A Tech Job,Development,/course/get-a-job-in-technology-without-experience/
811482,Learn Siemens S7-1200 PLC & HMI from Scratch using TIA,IT & Software,/course/learn-siemens-s7-1200-plc-from-scratch-using-tia/
812438,Construa seu site em WordPress de forma simples e rápida,Development,/course/construa-seu-site-em-wordpress-de-forma-simples-e-rapida/
812588,The Complete jQuery Course: From Beginner To Advanced!,Development,/course/jquery-tutorial/
814440,YouTube: How To Become a Success With an Audience from Zero,Business,/course/youtube-for-a-living/
814594,Aprende HTML5 y CSS3 desde cero,Design,/course/aprende-html5-y-css3-desde-cero/
814366,Introduction to SAN and NAS Storage,IT & Software,/course/storageintro/
815236,SPSS Masterclass: Learn SPSS From Scratch to Advanced,Business,/course/spss-statistics-foundation-course-from-scratch-to-advanced/
815474,Master Cognitive Biases and Improve Your Critical Thinking,Teaching & Academics,/course/upgrade-your-mindware/
816354,Tactics for Tackling Difficult People in Life and Work,Personal Development,/course/tackling-difficult-people-with-barry-winbolt-msc/
816356,Learn and Understand C++,Development,/course/learn-c-plus-plus-from-beginner-to-advanced/
818104,Macros VBA para Excel Completo - Construa 7+ Ferramentas,Office Productivity,/course/macros-vba-para-excel-completo-construa-7-ferramentas/
818990,Git a Web Developer Job: Mastering the Modern Workflow,Development,/course/git-a-web-developer-job-mastering-the-modern-workflow/
820212,Curso de Inglês - Domine O Vocabulário e Fale Melhor Agora!,Teaching & Academics,/course/cursodeinglesbasico25/
821312,Complete Step By Step Java For Testers,Development,/course/complete-java-for-test-automation/
821278,"INTERVIEW TRAINING: Ask Better Questions, Hire Better People",Business,/course/advanced-interviewer-training/
821726,Data Science and Machine Learning Bootcamp with R,Development,/course/data-science-and-machine-learning-bootcamp-with-r/
821658,How Retargeting Works–The Complete Guide To Retargeting Ads!,Marketing,/course/how-retargeting-works/
821986,Complete Java SE 8 Developer Bootcamp - OCA Prep Included,Development,/course/learn-java-se-8-and-prepare-for-the-java-associate-exam/
822444,Python and Django Full Stack Web Developer Bootcamp,Development,/course/python-and-django-full-stack-web-developer-bootcamp/
825218,PowerPoint Slide Design - Casual Slides Presentation,Office Productivity,/course/powerpoint-slide-design/
825452,Objetivos de Desarrollo Sostenible,Development,/course/objetivos-de-desarrollo-sostenible/
825690,Curso de C++ - Intermediário,Development,/course/cplusplus-intermediario/
826392,【世界で30万人が受講】フルスタックWebエンジニア講座（2019最新版）,Development,/course/completeweb2_jp/
826870,SAP Simplified for Absolute Beginners,Office Productivity,/course/sap-simplified-for-absolute-beginners/
826876,Music + Audio Production in Logic Pro X - The Complete Guide,Music,/course/music-production-in-logic-pro-x-course/
827464,Piano Lessons For Absolute Beginners,Music,/course/beginnerpianolessons/
827692,The Complete Java Certification Course,Development,/course/master-practical-java-development/
830298,Scratch Game Programming,Development,/course/scratch-game-programming/
831116,Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 9 PDU,Office Productivity,/course/microsoft-project-tutorial/
831404,Dominando Banco de Dados com MySQL,Development,/course/curso-mysql/
831458,Streaming Big Data with Spark Streaming and Scala - Hands On,Development,/course/taming-big-data-with-spark-streaming-hands-on/
832750,Level 1 Intelligence Analyst Certification,Teaching & Academics,/course/level-1-intelligence-analyst-certification/
833008,INTELIGÊNCIA EMOCIONAL: Como lidar com pessoas difíceis,Personal Development,/course/o-novo-metodo-para-melhorar-o-relacionamento-no-trabalho/
833442,Angular & NodeJS - The MEAN Stack Guide [2022 Edition],Development,/course/angular-2-and-nodejs-the-practical-guide/
832862,Meteor and React for Realtime Apps,Development,/course/meteor-react-tutorial/
834702,Building Your English Brain,Teaching & Academics,/course/building-your-english-brain/
834690,Microsoft Access Complete Beginner to Advanced,Office Productivity,/course/microsoft-access-complete-beginner-to-advanced/
834866,Curso de Desarrollo Web Completo 2.0,Development,/course/curso-de-desarrollo-web-completo-2/
835336,Blogging for a Living -  Perfect Small Budget Project,Marketing,/course/build-a-successful-blog-the-complete-blueprint-level-1/
835820,Master Excel Pivot Tables - Excel 365 and Excel 2019,Office Productivity,/course/master-excel-pivot-tables/
